image_path,product_height,product_length,product_width,unit
cf\cf561413.jpg,21.9964,21.9964,21.9964,centimeters
53\537b3bee.jpg,3.7846,22.8346,22.8346,centimeters
1b\1b6dbb80.jpg,3.2258,7.62,5.08,centimeters
45\451b20bc.jpg,103.124,73.914,90.932,centimeters
18\18f9e0ab.jpg,22.225,13.97,5.08,centimeters
90\90470ce2.jpg,1.8,51,12.7,centimeters
ca\ca96d86a.jpg,45.72,66.04,2.54,centimeters
71\71b1601e.jpg,51.816,37.846,20.828,centimeters
37\378d1630.jpg,3.629025,12.7,7.62,centimeters
dd\ddc8b1f1.jpg,71.5,26.5,47.5,centimeters
6f\6f1d2c03.jpg,75,80,100,centimeters
aa\aa7eb1b6.jpg,28.4988,8.382,6.985,centimeters
29\29081865.jpg,12.3825,7.9375,7.9375,centimeters
6a\6a444dcb.jpg,0.01,0.136,0.01,centimeters
79\798ff2ba.jpg,18.415,37.7698,22.5298,centimeters
3f\3f51a635.jpg,30.48,30.48,22.86,centimeters
19\194c7657.jpg,16.8402,13.6652,13.6652,centimeters
b4\b4855108.jpg,5.588,20.32,20.32,centimeters
b0\b0a47d23.jpg,44.958,81.026,60.96,centimeters
97\9794220a.jpg,34,28.5,5,centimeters
8f\8f313a22.jpg,11.557,7.747,7.874,centimeters
a3\a3c2096a.jpg,35,52,33,centimeters
38\389a50ec.jpg,76.2,198.12,101.6,centimeters
31\31c5f02f.jpg,10.922,8.509,8.382,centimeters
85\857bbe14.jpg,24.765,8.89,6.985,centimeters
67\677cbaec.jpg,12,17,8.5,centimeters
a8\a8419636.jpg,12.54125,15.39875,4.7625,centimeters
01\0178ef2c.jpg,10.16,60.96,30.48,centimeters
83\83201497.jpg,10.4902,10.4902,23.0124,centimeters
bf\bfce7aeb.jpg,5.715,9.652,9.271,centimeters
9f\9fb02150.jpg,13.6652,18.7452,25.2476,centimeters
c0\c01778af.jpg,9.906,3.5052,3.5052,centimeters
e7\e7ccc682.jpg,1.27,213.36,182.88,centimeters
41\41c34523.jpg,100.076,44.958,54.102,centimeters
a9\a9ec74de.jpg,61.0108,146.4056,39.8018,centimeters
04\040e0b02.jpg,0.59944,187.9854,60.9981,centimeters
f5\f5748063.jpg,7.0104,8.7122,2.7432,centimeters
bd\bd2d5245.jpg,9.652,4.318,4.445,centimeters
26\26bf3f55.jpg,101.6,86.36,45.72,centimeters
22\2229b934.jpg,30.734,27.94,29.464,centimeters
45\45a61587.jpg,14.859,4.572,9.398,centimeters
93\939cc69d.jpg,1.778,12.7,12.7,centimeters
57\575a793e.jpg,0.635,0.635,20.32,centimeters
21\216dc128.jpg,104.14,104.14,78.74,centimeters
eb\eb40588c.jpg,6.35,32.385,27.6352,centimeters
1b\1b2cb2e2.jpg,88.9,35.052,32.004,centimeters
00\00a72a27.jpg,7.9502,11.7348,11.7348,centimeters
25\25619bda.jpg,13.335,7.9375,6.82498,centimeters
51\51275529.jpg,103.9876,69.0118,75.9968,centimeters
f5\f5647738.jpg,101.6,64.77,57.15,centimeters
6e\6e752d1b.jpg,10.795,10.795,6.35,centimeters
15\151c38a8.jpg,94,206.5,151.9,centimeters
8e\8e76e31b.jpg,180.5,79,49,centimeters
ff\ffc1b19f.jpg,25.4,76.2,5.08,centimeters
b0\b0516d00.jpg,11.9888,29.0068,18.0086,centimeters
01\01360fee.jpg,31,35,12,centimeters
c2\c2163127.jpg,0.9525,243.84,121.92,centimeters
fc\fc0acb2c.jpg,93.98,99.06,172.72,centimeters
7c\7cae9bb6.jpg,55.88,51.562,128.016,centimeters
96\962a60bb.jpg,66.04,33.02,50.8,centimeters
aa\aa248f8e.jpg,4,30,10,centimeters
b5\b53de405.jpg,4.699,25.00122,22.1996,centimeters
d0\d0c65bd2.jpg,102.0064,50.0126,65.9892,centimeters
4f\4fcd43df.jpg,33.02,43.18,24.765,centimeters
69\69f8f3a8.jpg,84.074,202.946,90.932,centimeters
21\218a2998.jpg,1.778,12.7,12.7,centimeters
62\6280417d.jpg,16.51,5.08,20.32,centimeters
8f\8f4da320.jpg,11.8,30.5,11.5,centimeters
b2\b2f3c016.jpg,16.002,18.9992,18.9992,centimeters
c6\c65b04be.jpg,18.3388,13.0556,8.1788,centimeters
fd\fde9aa81.jpg,153,96,30,centimeters
e4\e44c34a6.jpg,10.922,4.826,4.826,centimeters
b8\b8240c10.jpg,11.176,7.366,7.239,centimeters
75\757aae99.jpg,76.9874,51.0032,56.007,centimeters
ef\ef31c2b7.jpg,16.51,3.556,10.8458,centimeters
21\2110b16f.jpg,5.08,52.07,30.48,centimeters
4a\4ac00607.jpg,9.5,4.4,11.7,centimeters
97\9730e501.jpg,60.96,45.72,44.45,centimeters
f8\f8c2a04a.jpg,14.859,3.2258,17.9832,centimeters
83\8360c6e4.jpg,6.9,33.8,29.7,centimeters
7c\7c25e1e2.jpg,142.8,73.7,33.1,centimeters
cc\cc1c9b59.jpg,106.68,162.306,77.47,centimeters
05\05dba1be.jpg,104,80,38,centimeters
41\41ef1201.jpg,104.14,55.88,53.34,centimeters
0f\0f4e64f8.jpg,6.35,40.005,26.035,centimeters
e7\e785350a.jpg,3.9878,15.0114,10.0076,centimeters
fb\fbc309e7.jpg,3.81,30.226,7.62,centimeters
8e\8ef1dc58.jpg,27.432,27.432,24.892,centimeters
cb\cbef982c.jpg,54.991,39.9796,19.685,centimeters
54\54807933.jpg,25.019,24.511,7.747,centimeters
a8\a8af9db3.jpg,10.922,10.922,4.826,centimeters
6d\6dfe2d29.jpg,48.26,33.02,1.27,centimeters
80\80b9362b.jpg,8.9916,40.5892,16.002,centimeters
97\97673a15.jpg,23.0124,23.0124,23.0124,centimeters
e4\e4dd6cea.jpg,8.255,4.2164,4.2164,centimeters
6e\6e6908e5.jpg,13.462,7.366,7.62,centimeters
93\93a5daee.jpg,111.76,55.88,48.26,centimeters
24\24ab3143.jpg,18.25752,9.2202,3.81,centimeters
3a\3a9f27af.jpg,18.796,19.812,9.4996,centimeters
b2\b27061f2.jpg,0.9525,304.8,91.44,centimeters
64\6441de06.jpg,6.048375,12.7,7.62,centimeters
a4\a4c38054.jpg,15.5575,23.1775,20.32,centimeters
1b\1b1dd2cd.jpg,22.86,7.2898,7.2898,centimeters
2d\2d75cbe7.jpg,6.35,8.89,17.78,centimeters
a4\a405c2b0.jpg,19.9898,70.993,35.5092,centimeters
15\153f2b8b.jpg,13.462,17.78,10.287,centimeters
72\72b5271b.jpg,24.5999,14.50086,11.50112,centimeters
97\973f8aa8.jpg,31.75,19.685,10.795,centimeters
77\77cee506.jpg,5,30.5,30.5,centimeters
89\89616270.jpg,10.541,4.953,4.826,centimeters
5f\5fa0beca.jpg,23.876,19.685,9.144,centimeters
fc\fcce75c2.jpg,43.18,30.8102,30.8102,centimeters
9b\9b9222e0.jpg,16.891,8.509,8.382,centimeters
ec\ece29d02.jpg,20.3,10.2,12.7,centimeters
22\2257e784.jpg,11.9888,18.4912,16.764,centimeters
61\612844de.jpg,10.5,4.5,12.5,centimeters
a5\a5ae04f9.jpg,54.5084,48.2092,37.211,centimeters
d8\d8a8a284.jpg,45.72,190.5,137.16,centimeters
e9\e9900e9e.jpg,9.906,3.5052,3.5052,centimeters
ce\ce00f5db.jpg,5.2,10.1,15.2,centimeters
6e\6eb339b8.jpg,0.7112,23.0124,10.922,centimeters
9c\9c88ff4e.jpg,99.06,44.958,54.102,centimeters
68\68e7e3da.jpg,27.94,32.0675,19.685,centimeters
01\011ccb15.jpg,4.9784,14.986,4.9784,centimeters
08\086f2fbe.jpg,33.02,995.68,0.762,centimeters
9f\9f538261.jpg,1.016,6.604,5.842,centimeters
c0\c0ce8813.jpg,4.572,7.62,2.794,centimeters
4a\4acb5776.jpg,23.495,5.08,18.034,centimeters
b5\b59fec9d.jpg,30.48,38.1,25.4,centimeters
fe\fe189012.jpg,109.22,58.42,52.07,centimeters
b2\b2a29d36.jpg,43.9928,43.9928,17.0942,centimeters
22\2210bc12.jpg,2.286,22.86,15.24,centimeters
f4\f4893939.jpg,118.11,97.282,172.72,centimeters
2c\2c507cfe.jpg,31.75,30.48,7.112,centimeters
79\79a1b01c.jpg,29.972,18.415,3.556,centimeters
97\97c6fe93.jpg,12.7,20.32,1.27,centimeters
ac\ac5cdef1.jpg,37,39,17,centimeters
bb\bb58770c.jpg,46.99,115.0112,48.006,centimeters
98\9894fdc2.jpg,84.074,83.058,90.932,centimeters
76\76302ac7.jpg,5.588,30.48,22.86,centimeters
16\169ee0d8.jpg,4.0132,15.0114,10.9982,centimeters
64\642f06c9.jpg,38.1,50.8,50.8,centimeters
63\63f4d65f.jpg,20.574,9.906,40.132,centimeters
64\647e2d04.jpg,20.32,25.4,15.24,centimeters
6b\6b3e5628.jpg,0.065,150,15,centimeters
c9\c98658c3.jpg,7.112,28.956,23.495,centimeters
44\44de4631.jpg,7.62,137.3886,42.4434,centimeters
7c\7cc9d6d5.jpg,6.604,14.224,12.192,centimeters
27\276c91a4.jpg,146.685,91.44,35.56,centimeters
5b\5b2a8241.jpg,10,11.5,1.5,centimeters
a5\a5bbaee2.jpg,100.33,52.07,60.96,centimeters
99\99f26965.jpg,0.889,21.9964,10.4902,centimeters
ae\ae638076.jpg,9.525,14.605,21.336,centimeters
c2\c29f10b3.jpg,20,20,4,centimeters
df\df24b9c9.jpg,18.542,46.99,31.75,centimeters
ee\ee07d94b.jpg,90.932,129.54,59.5122,centimeters
1d\1d4ca4f1.jpg,15.494,8.763,8.509,centimeters
5b\5b54a03f.jpg,5.0038,24.511,18.6182,centimeters
72\72ef85a1.jpg,110.0074,51.0032,56.9976,centimeters
f2\f29942f7.jpg,66.548,92.456,60.96,centimeters
82\825c4a2f.jpg,15.24,91.44,15.24,centimeters
71\71afbdf8.jpg,29.845,18.0975,8.7376,centimeters
98\9846711b.jpg,7.747,11.938,11.938,centimeters
4a\4a5cc839.jpg,5,30.5,30.5,centimeters
b1\b1a9d478.jpg,43.9928,70.0024,2.4892,centimeters
fe\fef2cc8d.jpg,60,73,40.4,centimeters
7a\7a84d4c8.jpg,9,84,54,centimeters
bd\bddb2221.jpg,99.4918,61.4934,100.9904,centimeters
b0\b07db1d8.jpg,28.194,8.89,18.542,centimeters
e6\e62dce61.jpg,8.5,25,1.9812,centimeters
5b\5bd6aedc.jpg,32.9,32.9,32.1,centimeters
36\369c9cfd.jpg,3.9878,27.9908,24.511,centimeters
c1\c173d5d5.jpg,6.99,29.99,19.99,centimeters
e9\e9980ba7.jpg,106.68,60.96,68.58,centimeters
56\562a1ece.jpg,5.334,5.334,4.318,centimeters
95\95a0846c.jpg,9.144,36.83,18.542,centimeters
55\55e1e0b2.jpg,19.9644,2.286,10.16,centimeters
0b\0b589f12.jpg,12.7,93.98,20.32,centimeters
d3\d32cb8fc.jpg,12.5,36.9,24.7,centimeters
d7\d7457574.jpg,7.874,31.496,21.844,centimeters
75\759326bd.jpg,0,269.24,274.32,centimeters
16\1665111b.jpg,12.7,10.2,7.6,centimeters
91\9101235d.jpg,7.112,17.018,7.8994,centimeters
1e\1e0ac594.jpg,18.5,31.8,23,centimeters
a0\a017fa4b.jpg,18.26,9.22,3.81,centimeters
47\47e9342c.jpg,23.7744,20.5232,11.8364,centimeters
45\4577cd2e.jpg,91.44,91.44,60.96,centimeters
9d\9dab45b9.jpg,13.5,20.32,6.35,centimeters
03\031b8b17.jpg,63.246,40.9956,28.4988,centimeters
42\42fc49aa.jpg,40.9,100,40,centimeters
2c\2cb67afd.jpg,10.16,111.76,88.9,centimeters
7b\7b850cdb.jpg,20.32,8.2804,10.16,centimeters
7a\7aefa702.jpg,42.0116,85.09,130.048,centimeters
4e\4e561df0.jpg,42.926,62.992,46.99,centimeters
14\14ce7a63.jpg,12.0904,33.782,25.9842,centimeters
79\795dfd07.jpg,0,269.24,274.32,centimeters
e3\e3e5980c.jpg,11,20,3,centimeters
9e\9e2e6d13.jpg,15,18,10,centimeters
b5\b522d1da.jpg,4.45,26.67,8.89,centimeters
86\86d024b1.jpg,12.192,6.477,6.604,centimeters
87\87333cf4.jpg,5.334,36.83,24.892,centimeters
fa\fa448438.jpg,14.1224,7.874,7.874,centimeters
e6\e6acd646.jpg,10.4394,5.0292,5.0292,centimeters
17\17d718da.jpg,38,18,17,centimeters
2b\2bbf9773.jpg,0.0254,27.94,21.59,centimeters
83\8303ab1a.jpg,1.778,12.7,12.7,centimeters
9f\9fb6c58e.jpg,0.9525,91.44,60.96,centimeters
c4\c4e4954f.jpg,11.684,28.702,16.51,centimeters
bb\bb84a0da.jpg,20.32,10.16,15.24,centimeters
3a\3a6ce814.jpg,78.74,223.52,104.14,centimeters
3e\3e121c13.jpg,40,60,52,centimeters
02\028f8b73.jpg,20.32,9.2202,5.8674,centimeters
c7\c7d7a5d9.jpg,23.1775,16.51,8.255,centimeters
33\33d66d31.jpg,49.53,38.862,21.336,centimeters
7d\7d17b995.jpg,81,92,231,centimeters
08\08bdfee8.jpg,147.32,22.86,22.86,centimeters
84\8422a25a.jpg,20.7772,39.3954,30.48,centimeters
ee\ee0d4b4b.jpg,17.145,6.223,22.86,centimeters
51\51882b68.jpg,91.9988,65.9892,62.992,centimeters
67\67c1f16a.jpg,18.288,6.604,19.05,centimeters
57\577b06e5.jpg,97.155,59.69,61.595,centimeters
8c\8c25a371.jpg,11.938,5.461,9.398,centimeters
e5\e5603c5b.jpg,4,60.3,17,centimeters
27\270fd27c.jpg,49.53,35.56,19.9898,centimeters
0a\0af72bd1.jpg,21.59,5.72,8.89,centimeters
c9\c957733e.jpg,1.2954,17.78,17.78,centimeters
f2\f2437a32.jpg,104.14,60.96,48.26,centimeters
01\0143c51c.jpg,16.51,19.304,19.304,centimeters
b2\b28b4eb3.jpg,23.749,10.287,10.541,centimeters
5b\5bbde431.jpg,2.41935,25.4,7.62,centimeters
9d\9d17891a.jpg,88.5,159.5,206.5,centimeters
f9\f938391c.jpg,11.049,3.175,14.605,centimeters
6f\6fb8c5a0.jpg,25.5016,46.0248,30.607,centimeters
69\69bbd70e.jpg,13.335,19.685,6.35,centimeters
fd\fdbba381.jpg,14.224,6.858,1.016,centimeters
3f\3f189d52.jpg,0.1,0.1,0.1,centimeters
e6\e6140b39.jpg,7.0104,29.9974,23.0124,centimeters
41\410e3fef.jpg,0.9906,21.9964,10.7442,centimeters
34\3464b5b1.jpg,4,60.3,17,centimeters
ea\ea19a9f5.jpg,72.7964,34.0106,89.9922,centimeters
4a\4aaaad5d.jpg,21,8,5.8,centimeters
b0\b0aa849d.jpg,21.8,16.1,4.000000001,centimeters
f1\f101a238.jpg,73.66,231.14,99.06,centimeters
4d\4da699e2.jpg,76.962,91.948,187.96,centimeters
ea\ea048f9a.jpg,35,70,40,centimeters
06\0616cb1e.jpg,106,90,40,centimeters
e5\e56ea84f.jpg,22.86,7.62,9.525,centimeters
4b\4b3ab599.jpg,31.75,19.685,10.795,centimeters
f4\f4f67b5b.jpg,10,20,3,centimeters
e9\e98e2cd8.jpg,7.239,13.589,4.064,centimeters
8b\8b2b3d61.jpg,6.35,8.89,17.78,centimeters
3c\3ca6ce95.jpg,1.6764,10.7696,2.4892,centimeters
db\dbec7d95.jpg,10.16,195.58,55.88,centimeters
04\040a5dcb.jpg,20.066,6.731,13.843,centimeters
17\170bf2a5.jpg,14.5034,19.9898,40.005,centimeters
df\dfdd9c56.jpg,91.44,203.2,71.12,centimeters
ce\ce88ed29.jpg,5,30.5,30.5,centimeters
43\437a9bf7.jpg,91.44,57.15,43.18,centimeters
d8\d8dc7c37.jpg,101.6,4.1402,132.08,centimeters
85\85bc47a8.jpg,2.032,43.942,32.004,centimeters
ce\cee76db9.jpg,11.938,6.223,6.35,centimeters
3a\3a8f369b.jpg,9.6012,10.4902,7.1882,centimeters
06\0684e191.jpg,182.88,144.78,35.56,centimeters
3e\3e8a3310.jpg,23.495,15.494,7.366,centimeters
3c\3cd09db3.jpg,27.305,23.8252,16.8402,centimeters
99\99ac07a8.jpg,27.94,28.956,14.351,centimeters
e4\e4c0f2ac.jpg,850,900,870,centimeters
39\396fcd2d.jpg,11.9888,3.556,10.8458,centimeters
62\62ab6cf2.jpg,86.995,57.15,5.08,centimeters
86\861d9243.jpg,101.6,39.878,39.878,centimeters
6f\6fadcf8c.jpg,12.7,5.842,5.842,centimeters
bb\bb6ae0f2.jpg,28.74772,19.45386,15.32636,centimeters
d0\d030768a.jpg,7.39902,199.9996,150.0124,centimeters
aa\aa9aa35a.jpg,76.2,111.7,90,centimeters
eb\eb103102.jpg,1.8034,19.9898,14.9098,centimeters
72\720b2a5d.jpg,0.762,17.272,24.384,centimeters
ff\fff98fbb.jpg,3.4798,27.9146,22.8346,centimeters
fe\fe3a359e.jpg,46.8,32.3,54.7,centimeters
f4\f4d9b756.jpg,82.042,55.118,68.072,centimeters
1b\1ba97fe1.jpg,22.9,33,0.3,centimeters
ef\ef3be80a.jpg,54.991,59.9948,59.9948,centimeters
23\23341537.jpg,14.986,4.826,5.334,centimeters
b9\b9390b3e.jpg,17.145,19.177,5.08,centimeters
b8\b8f73798.jpg,10.43686,5.03428,5.03428,centimeters
7d\7d3243e2.jpg,8.509,23.495,24.9936,centimeters
9e\9ef32dad.jpg,1.0414,19.9898,15.0114,centimeters
65\6503093c.jpg,23.495,4.92125,4.92125,centimeters
98\982c06d3.jpg,49.92000001,149.92,44.92,centimeters
be\be64cf80.jpg,4,30,10,centimeters
fc\fca3ade5.jpg,33,21,20.7,centimeters
a9\a9ff8afd.jpg,2.794,17.145,9.652,centimeters
e3\e3e211de.jpg,45.72,203.2,152.4,centimeters
79\79604af0.jpg,63.246,94.996,97.9932,centimeters
7e\7ee8aec3.jpg,30.48,15.24,6.35,centimeters
c2\c2bcb8d5.jpg,70.5612,40.0304,82.0674,centimeters
71\719c6e2b.jpg,88.9,96.52,96.52,centimeters
6a\6a18fe38.jpg,5.207,7.62,3.175,centimeters
7a\7a625399.jpg,8.001,27.94,24.511,centimeters
83\8342148a.jpg,17.145,5.715,5.715,centimeters
73\7367ed9e.jpg,3.2004,31.2928,0.1524,centimeters
68\68bbf2c1.jpg,2.41935,20.32,10.16,centimeters
56\563cc9aa.jpg,1.27,464.5152,1.143,centimeters
f2\f28f4d6d.jpg,18.0086,37.084,18.0086,centimeters
71\71393b11.jpg,18.6182,23.9522,16.3322,centimeters
e5\e5eba46b.jpg,7.6,250,200,centimeters
06\061fadef.jpg,13.6144,12.6111,12.6111,centimeters
14\144c8274.jpg,17.145,12.065,12.065,centimeters
cb\cbb0f815.jpg,83.82,320.04,154.94,centimeters
26\26d7a6a3.jpg,1.6002,18.0086,18.0086,centimeters
81\8169f7e5.jpg,88.9,99.06,91.44,centimeters
7a\7a838258.jpg,5.0038,18.3134,10.6172,centimeters
ce\ce069b5a.jpg,60.96,88.9,45.72,centimeters
15\1552d018.jpg,76.2,154.94,96.52,centimeters
85\85b7a268.jpg,40.64,50.8,68.58,centimeters
ed\ed1347b3.jpg,1.016,10.922,6.858,centimeters
ac\ac912f02.jpg,42,53,53,centimeters
97\97c83b7c.jpg,50.165,34.925,1.905,centimeters
aa\aac0c1bd.jpg,14.224,6.858,1.016,centimeters
3b\3b33120c.jpg,13.462,5.334,15.24,centimeters
93\9349fd14.jpg,54.864,41.402,20.828,centimeters
41\41f35d01.jpg,24.765,26.797,5.969,centimeters
63\63ba448e.jpg,3.6576,29.8196,11.9888,centimeters
88\88743feb.jpg,12.54125,15.39875,4.7625,centimeters
37\37d52fb1.jpg,23.1775,16.51,8.255,centimeters
f6\f6351b14.jpg,43.815,36.5125,36.195,centimeters
60\60820e5d.jpg,7.62,137.3886,42.4434,centimeters
a9\a9ae3ec5.jpg,26,31,12,centimeters
07\0744e108.jpg,2.2,15.5,23.4,centimeters
a3\a37c9d00.jpg,19.2786,179.07,127,centimeters
f3\f3f600ab.jpg,205.74,93.98,86.36,centimeters
d2\d23b746b.jpg,24.7,47.1,25.1,centimeters
6e\6e660015.jpg,111.4298,49.53,41.275,centimeters
6e\6e3eb726.jpg,10.16,6.604,4.572,centimeters
69\69c0e57d.jpg,76.9874,188.0108,91.9988,centimeters
18\18c4e82d.jpg,10.1,26.6,15.2,centimeters
31\31fd7315.jpg,10.16,60.96,30.48,centimeters
ad\ad341bf8.jpg,8.2042,4.6736,4.6736,centimeters
c9\c95e4ae9.jpg,1.778,12.7,12.7,centimeters
04\04d0aeab.jpg,97,175,208,centimeters
32\32018c0f.jpg,10.668,5.334,5.334,centimeters
3b\3b29291a.jpg,23.0124,23.0124,23.0124,centimeters
3b\3b7a59cc.jpg,10.4,10.4,6,centimeters
55\559e7e5f.jpg,16.5,38,33,centimeters
9a\9a8d41e3.jpg,2.3876,6.4262,6.4008,centimeters
6c\6cb14889.jpg,2,17,8,centimeters
e6\e66e97c6.jpg,0.127,60.96,40.64,centimeters
e2\e27ac4c2.jpg,16.002,22.098,4.064,centimeters
b5\b5985ec0.jpg,21.082,46.736,45.72,centimeters
db\db0a7a45.jpg,35.052,25.908,7.874,centimeters
2a\2aece9fd.jpg,26.67,41.402,9.652,centimeters
df\df943bf8.jpg,14.224,9.144,9.398,centimeters
bf\bf2bf5a9.jpg,18.542,46.99,31.75,centimeters
e6\e638749f.jpg,19.9898,108.5088,41.5036,centimeters
5e\5eeebb6f.jpg,2.41935,25.4,7.62,centimeters
3a\3a5a9f25.jpg,5.08,19.685,12.3825,centimeters
ee\ee105c7b.jpg,91.44,93.98,233.68,centimeters
b7\b742164b.jpg,6,34.2,13,centimeters
0a\0a722c9b.jpg,6,26,17,centimeters
7b\7bed8a75.jpg,18.7452,7.62,3.175,centimeters
31\31e11207.jpg,2.9972,29.972,38.5064,centimeters
2b\2bc13c8c.jpg,103,156,104,centimeters
2a\2a1b127e.jpg,1.778,12.7,12.7,centimeters
85\85acb4d9.jpg,27.432,16.51,4.826,centimeters
76\764292f5.jpg,65.786,40.894,26.924,centimeters
3f\3f4d7489.jpg,5.842,7.747,7.747,centimeters
e2\e27c3228.jpg,4.3942,10.0076,0.05588,centimeters
83\8376a611.jpg,0.6,188,61,centimeters
79\79b7a648.jpg,78.74,91.44,223.52,centimeters
23\23bda475.jpg,152.4,365.76,182.88,centimeters
9e\9edb3792.jpg,12.5,20.5,2,centimeters
97\97a5ed9f.jpg,66.04,46.736,27.94,centimeters
2f\2fedfe4c.jpg,15.24,91.44,15.24,centimeters
54\543d176b.jpg,11.5316,25.4,25.4,centimeters
60\606ea017.jpg,7.62,25.4,19.9898,centimeters
d1\d1fdb872.jpg,3.175,95.25,64.77,centimeters
9c\9c45171d.jpg,8.89,8.89,5.08,centimeters
6a\6a32ba5c.jpg,88.9,233.68,101.6,centimeters
77\77054f81.jpg,4,60.3,17,centimeters
71\718e244d.jpg,22.098,8.636,18.415,centimeters
a7\a74a817b.jpg,88.5,159.5,206.5,centimeters
3d\3d0819aa.jpg,10.5,19.5,2,centimeters
ad\ad19f58a.jpg,73,56,110,centimeters
b8\b85928b0.jpg,92.9894,51.9938,64.008,centimeters
05\05cad3aa.jpg,30.734,27.94,29.464,centimeters
e6\e6cde1e4.jpg,8.89,18.415,12.065,centimeters
d3\d32f6058.jpg,89.0016,78.994,81.9912,centimeters
b8\b88140a9.jpg,1.42875,91.44,60.96,centimeters
e6\e658d7b5.jpg,48.26,53.34,17.78,centimeters
5b\5b1a87ab.jpg,86.36,212.09,88.9,centimeters
f9\f9e472e5.jpg,142.24,119.38,91.44,centimeters
39\39829169.jpg,2,60,3.8,centimeters
dc\dcc06b2b.jpg,39.878,65.024,65.024,centimeters
ad\ad740df4.jpg,63.5,51.435,1.905,centimeters
40\408b2ca2.jpg,16.256,8.001,7.874,centimeters
2b\2bcbc041.jpg,5.4864,16.4084,2.0066,centimeters
a6\a6629e8e.jpg,15.24,60.96,33.782,centimeters
27\27ac07a5.jpg,8.6868,4.7244,4.7244,centimeters
17\17e00bb2.jpg,34.29,13.335,55.88,centimeters
2a\2a25d904.jpg,43.9928,43.9928,56.007,centimeters
7a\7a09d3ed.jpg,6.35,40.64,30.48,centimeters
a5\a568707f.jpg,20.4978,21.5138,8.509,centimeters
c7\c7e1c59e.jpg,55,20,35,centimeters
5a\5ae50e81.jpg,38.1,37.465,25.4,centimeters
b5\b506d51f.jpg,22.86,7.2898,7.2898,centimeters
b4\b4873f6f.jpg,1.778,12.7,12.7,centimeters
ce\ce60ef61.jpg,7.0104,27.94,22.86,centimeters
88\88e13316.jpg,20.0914,9.4234,9.4234,centimeters
f2\f298222c.jpg,158.75,76.2,35.56,centimeters
84\84e93e38.jpg,1.9812,12.4968,7.7978,centimeters
88\88b8caf4.jpg,20.32,9.652,9.652,centimeters
7d\7d44d861.jpg,31.496,18.4912,18.4912,centimeters
2c\2cebc043.jpg,81.28,84.328,52.07,centimeters
b7\b7ff3e7b.jpg,7.0104,46.0248,28.0162,centimeters
ea\eabbb770.jpg,35.56,4.06,24.89,centimeters
cd\cd99d42e.jpg,15.6464,8.1026,8.1026,centimeters
90\903a0df7.jpg,25.4,40.64,30.48,centimeters
07\07b54b2f.jpg,7.62,27.94,17.78,centimeters
d4\d433afbf.jpg,2.4892,24.003,15.0114,centimeters
b7\b7ffaf0b.jpg,20.4978,21.5138,8.509,centimeters
9b\9b8480ae.jpg,0.254,12.192,10.16,centimeters
4f\4f4aaa02.jpg,1.524,11.938,11.938,centimeters
8f\8ff931fa.jpg,3.556,37.846,7.366,centimeters
98\9890784f.jpg,2.54,23.3172,28.3972,centimeters
75\759c86e7.jpg,5.588,7.62,1.27,centimeters
26\26d29211.jpg,11,30,15,centimeters
b2\b23ed696.jpg,23.9014,22.1996,15.7988,centimeters
fe\fef8876d.jpg,59.436,59.436,34.036,centimeters
37\37746f2f.jpg,20.066,45.974,7.874,centimeters
9c\9caffe13.jpg,30.48,12.065,12.192,centimeters
3b\3b49f1c5.jpg,15.875,7.3152,21.59,centimeters
6a\6a72a3fc.jpg,12.7,10.16,10.16,centimeters
e7\e7a2266c.jpg,93.98,193.04,96.52,centimeters
96\96b4f774.jpg,15.4,15.4,9.1,centimeters
7e\7e4e1151.jpg,24.257,21.844,4.953,centimeters
76\7619c260.jpg,11.43,28.575,8.001,centimeters
f1\f1e0818e.jpg,10,11.5,1.5,centimeters
02\020b6b44.jpg,0.12,7.62,0.005,centimeters
d0\d01a0991.jpg,75.946,199.9996,94.996,centimeters
88\88d3d1e6.jpg,93.98,104.14,152.4,centimeters
7b\7bea22f7.jpg,40.132,24.384,19.812,centimeters
e7\e7c8f8cf.jpg,49.53,30.226,29.21,centimeters
18\186d8d4b.jpg,81.788,49.53,51.562,centimeters
84\84df8faf.jpg,4.572,100.838,5.334,centimeters
9e\9e6c695c.jpg,45.72,101.6,48.26,centimeters
da\daf21a9e.jpg,29.7942,16.7894,13.3096,centimeters
de\dea978b9.jpg,6.604,60.96,34.544,centimeters
3b\3b3c4726.jpg,21.844,26.924,14.224,centimeters
74\74efafe2.jpg,45.72,60.96,45.72,centimeters
f4\f45e5a17.jpg,8.86,20.82,9.4,centimeters
15\157e5ba8.jpg,15.24,14.9098,8.128,centimeters
ba\ba5f416a.jpg,9.652,4.445,4.318,centimeters
41\410123eb.jpg,3.0988,8.509,8.509,centimeters
59\59b230d0.jpg,76.2,72.39,77.47,centimeters
f1\f1d94718.jpg,29.5402,29.845,3.5052,centimeters
32\324fe272.jpg,34.29,52.07,46.99,centimeters
c3\c3a294dd.jpg,127,63.5,35.5,centimeters
fe\fe0493d8.jpg,7.7,10.1,15.2,centimeters
24\247b26a5.jpg,2.3876,6.4262,6.4008,centimeters
cf\cf780767.jpg,12.7,6.731,6.731,centimeters
b5\b57c6bf3.jpg,23.8125,27.305,6.985,centimeters
ca\caad3dc0.jpg,24.5,33.50000001,13.5,centimeters
